Result,Result Count,Machine,Materials
COLORED_ENDER_CHEST_SMALL_7_8_9,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_9,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_10,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_10,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_11,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_11,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_12,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_12,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_13,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_13,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_14,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Red Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_14,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Red Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_8_15,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_8_15,1,ancient_altar,"{'Gray Wool': 1, 'Light Gray Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_8_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_0,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_0,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_1,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_1,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_2,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_2,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_3,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_3,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_4,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_4,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_5,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_5,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_6,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_6,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_7,1,ancient_altar,"{'Gray Wool': 2, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_7,1,ancient_altar,"{'Gray Wool': 2, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_8,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_8,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_9,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_9,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_10,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_10,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_11,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_11,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_12,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_12,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_13,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_13,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_14,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Red Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_14,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Red Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_9_15,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_9_15,1,ancient_altar,"{'Gray Wool': 1, 'Cyan Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_9_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_0,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_0,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_1,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_1,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_2,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_2,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_3,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_3,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_4,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_4,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_5,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_5,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_6,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_6,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_7,1,ancient_altar,"{'Gray Wool': 2, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_7,1,ancient_altar,"{'Gray Wool': 2, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_8,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_8,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_9,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_9,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_10,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_10,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_11,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_11,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_12,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_12,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_13,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_13,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_14,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Red Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_14,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Red Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_10_15,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_10_15,1,ancient_altar,"{'Gray Wool': 1, 'Purple Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_10_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_0,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_0,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_1,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_1,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_2,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_2,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_3,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_3,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_4,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_4,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_5,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_5,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_6,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_6,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_7,1,ancient_altar,"{'Gray Wool': 2, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_7,1,ancient_altar,"{'Gray Wool': 2, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_8,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_8,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_9,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_9,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_7_11_10,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_7_11_10,1,ancient_altar,"{'Gray Wool': 1, 'Blue Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_7_11_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
